Year,Month,Day,Tmax(¡C),Tmin(¡C),PrecTotal (mm),Tavg
2043,2,19,-12.34893417,-23.99129868,0.005932664,-18.17011642
2043,2,20,-10.30874252,-16.85580063,0,-13.58227158
2043,2,21,-13.19408798,-23.79346848,0,-18.49377823
2043,2,22,-16.88515854,-24.21232224,0,-20.54874039
2043,2,23,-17.84952927,-23.83944321,0,-20.84448624
2043,2,24,-13.94240952,-25.59719467,0.022531712,-19.76980209
2043,2,25,-14.62548447,-24.08373642,0.00702686,-19.35461044
2043,2,26,-13.64745712,-21.68458176,0.007740938,-17.66601944
2043,2,27,-13.67184067,-22.16032028,0,-17.91608047
2043,2,28,-8.066768646,-21.22068405,0.365831554,-14.64372635
2043,3,1,-8.223537445,-18.6487999,0,-13.43616867
2043,3,2,-8.950710297,-19.81393051,0,-14.3823204
2043,3,3,-2.881038904,-18.09992599,0.206477374,-10.49048245
2043,3,4,-0.16915527,-5.759273529,2.172631502,-2.964214399
2043,3,5,-0.778133571,-7.616786957,0.053325355,-4.197460264
2043,3,6,-2.963314295,-15.79030991,0,-9.3768121
2043,3,7,-5.172512054,-14.35955429,0,-9.766033173
2043,3,8,-8.771999359,-15.61462021,0,-12.19330978
2043,3,9,-9.251461029,-18.03849411,0,-13.64497757
2043,3,10,1.099460483,-19.2906456,7.999583244,-9.095592558
2043,3,11,-1.241726041,-17.53582382,0.064214528,-9.388774931
2043,3,12,-4.566860199,-16.06798935,0.238225728,-10.31742477
2043,3,13,-5.799678802,-22.47228622,0,-14.13598251
2043,3,14,-8.073360443,-22.96337509,0,-15.51836777
2043,3,15,-5.822902679,-16.10195541,0,-10.96242905
2043,3,16,-8.075679779,-25.65278244,0,-16.86423111
2043,3,17,-14.19210434,-21.68070602,0,-17.93640518
2043,3,18,-11.98510361,-25.55057907,0,-18.76784134
2043,3,19,-6.916744232,-17.23775864,0,-12.07725143
2043,3,20,0.178348392,-15.51498032,0,-7.668315962
2043,3,21,1.856998324,-2.625393152,0.021023456,-0.384197414
2043,3,22,1.735751987,-5.633205414,0.01148965,-1.948726714
2043,3,23,1.031833529,-6.676570892,0.016303562,-2.822368681
2043,3,24,0.883426487,-4.410121918,0,-1.763347715
2043,3,25,0.008426514,-12.96960068,0.086049184,-6.480587082
2043,3,26,0.227207035,-14.15816879,0,-6.965480879
2043,3,27,0.230441898,-7.157863617,0,-3.463710859
2043,3,28,-1.527065396,-9.243953705,0,-5.385509551
2043,3,29,-1.755581021,-11.51675034,0.209226295,-6.636165679
2043,3,30,0.447391361,-7.013759613,0.509284854,-3.283184126
2043,3,31,1.142612338,-8.305294037,0,-3.581340849
2043,4,1,-0.125972897,-9.168087006,0,-4.647029951
2043,4,2,-1.874233365,-9.246761322,0,-5.560497344
2043,4,3,-2.163418055,-10.41555405,0,-6.289486051
2043,4,4,-2.723629236,-11.94085312,0,-7.332241178
2043,4,5,-1.209407926,-13.62166977,0,-7.415538847
2043,4,6,-0.244594723,-9.096614838,0.006477538,-4.67060478
2043,4,7,-2.156612635,-11.71780014,0,-6.937206388
2043,4,8,1.651523471,-11.61120224,0,-4.979839385
2043,4,9,2.836856604,-4.137142181,0,-0.650142789
2043,4,10,3.074313879,-3.032436609,0,0.020938635
2043,4,11,3.320224524,-5.513454437,0,-1.096614957
2043,4,12,5.409549713,-4.615810394,0,0.396869659
2043,4,13,6.86825943,-0.852291286,0.011524297,3.007984072
2043,4,14,7.236240387,-1.041164517,0.02207792,3.097537935
2043,4,15,7.070224762,-0.391750485,0,3.339237139
2043,4,16,6.166843414,-4.606380463,0,0.780231476
2043,4,17,8.600589752,-5.93542099,0,1.332584381
2043,4,18,7.318088531,-3.492214441,1.465650201,1.912937045
2043,4,19,3.493106604,-0.922725856,0,1.285190374
2043,4,20,3.09231925,-2.658199549,0,0.217059851
2043,4,21,3.533389807,-3.40957284,0,0.061908484
2043,4,22,3.006931067,-2.753170252,0,0.126880407
2043,4,23,2.531802893,-4.184810638,0,-0.826503873
2043,4,24,7.606296539,-6.68151474,0.285863966,0.4623909
2043,4,25,6.775974274,-3.104183435,2.142306566,1.835895419
2043,4,26,5.668460846,-5.476009369,0.015572609,0.096225739
2043,4,27,7.188419342,-0.418605953,0,3.384906694
2043,4,28,3.747134924,-3.890011072,0,-0.071438074
2043,4,29,3.962314367,-6.794704437,0,-1.416195035
2043,4,30,7.415683746,-5.63677597,1.312499046,0.889453888
2043,5,1,1.778751254,-4.852993011,0.005229144,-1.537120879
2043,5,2,2.809421301,-5.964443207,0,-1.577510953
2043,5,3,7.185886383,-6.222652435,0,0.481616974
2043,5,4,8.600254059,-3.179805994,0,2.710224032
2043,5,5,7.676792145,1.222080112,0.764454365,4.449436128
2043,5,6,5.297672272,2.074466467,0.065312333,3.686069369
2043,5,7,6.685092926,1.119083285,0.601088524,3.902088106
2043,5,8,6.692386627,-0.244411618,0.023675993,3.223987505
2043,5,9,6.269687653,0.128330082,1.050297618,3.199008867
2043,5,10,6.358371735,1.750400424,0.176830128,4.054386079
2043,5,11,6.220279694,-0.113735348,1.869920731,3.053272173
2043,5,12,6.786075592,2.838229895,0,4.812152743
2043,5,13,7.95898819,-1.834652066,0,3.062168062
2043,5,14,8.016849518,0.565646946,0,4.291248232
2043,5,15,7.298160553,1.534488559,0.220481381,4.416324556
2043,5,16,8.397220612,0.847934544,0,4.622577578
2043,5,17,8.275852203,-0.21212402,0,4.031864092
2043,5,18,8.648075104,2.042087317,0.124051385,5.34508121
2043,5,19,5.861209869,2.482974768,6.06231451,4.172092319
2043,5,20,7.893344879,-0.110866696,12.22717094,3.891239092
2043,5,21,9.722660065,4.347537994,0,7.03509903
2043,5,22,9.438510895,1.280277133,0,5.359394014
2043,5,23,13.37866592,1.450321078,0,7.414493501
2043,5,24,17.89801407,9.921665192,0.96730423,13.90983963
2043,5,25,12.27624893,-0.534603298,3.858258963,5.870822817
2043,5,26,15.98367691,-1.67004025,0.117903978,7.15681833
2043,5,27,14.47534561,0.633457005,0,7.554401308
2043,5,28,8.923038483,-3.251278162,0.258618832,2.83588016
2043,5,29,7.977054596,1.201846957,0,4.589450777
2043,5,30,7.743106842,1.435092807,0,4.589099824
2043,5,31,10.31714249,-0.453853756,0,4.931644365
2043,6,1,14.09469986,5.769138336,0.350477904,9.931919098
2043,6,2,17.09869766,6.806003571,0.80967617,11.95235062
2043,6,3,15.69421768,5.863254547,15.37815857,10.77873611
2043,6,4,10.24994278,2.900974035,0,6.575458407
2043,6,5,8.988681793,0.879001439,0,4.933841616
2043,6,6,11.13263321,0.646091282,0,5.889362246
2043,6,7,14.13025284,0.085727543,0,7.10799019
2043,6,8,14.54449844,3.010196447,0.002342413,8.777347445
2043,6,9,14.39148331,3.738528967,0,9.065006137
2043,6,10,12.72140884,7.81180191,1.949890494,10.26660538
2043,6,11,14.46796036,7.475376129,0.016202519,10.97166824
2043,6,12,14.15948868,6.858890533,0.814021468,10.50918961
2043,6,13,13.17987442,3.16540885,0,8.172641635
2043,6,14,11.11548233,0.252170414,0,5.683826372
2043,6,15,11.69736099,1.158939242,0,6.428150117
2043,6,16,13.37945938,2.162082434,0,7.770770907
2043,6,17,13.28339005,4.051334381,0,8.667362213
2043,6,18,12.13571548,1.359256625,0,6.747486055
2043,6,19,13.83389664,0.850284398,0,7.342090517
2043,6,20,15.50854874,4.093296051,0,9.800922394
2043,6,21,20.22574234,7.32718277,0,13.77646255
2043,6,22,20.18204117,9.270359039,0,14.7262001
2043,6,23,21.21722794,11.44403458,0,16.33063126
2043,6,24,18.95816422,9.634037018,0,14.29610062
2043,6,25,17.75867081,5.429172516,0,11.59392166
2043,6,26,15.95230484,4.226902008,0,10.08960342
2043,6,27,18.90262222,3.946414709,0,11.42451847
2043,6,28,17.52869034,10.97226334,0.258233637,14.25047684
2043,6,29,13.87982559,4.196353912,0.155551314,9.038089752
2043,6,30,14.52627945,4.091312408,0.338825434,9.308795929
2043,7,1,17.37192154,4.931339264,0,11.1516304
2043,7,2,19.15179825,7.16312027,0,13.15745926
2043,7,3,18.41254044,12.38116837,0.115851074,15.3968544
2043,7,4,17.74838638,10.33218765,0,14.04028702
2043,7,5,16.20654678,5.513706207,0.032953694,10.8601265
2043,7,6,17.4515419,5.739536285,0,11.59553909
2043,7,7,19.97122574,9.818668365,0,14.89494705
2043,7,8,18.62320328,8.507419586,0,13.56531143
2043,7,9,20.72378922,4.380802155,0,12.55229568
2043,7,10,21.57260513,13.09665298,0.099647254,17.33462906
2043,7,11,20.74716568,8.411411285,0.122074418,14.57928848
2043,7,12,20.80197525,11.07156754,15.45083427,15.93677139
2043,7,13,20.26218033,8.284427643,0,14.27330399
2043,7,14,20.62048721,11.1473732,0,15.88393021
2043,7,15,18.16714859,4.921024323,0,11.54408646
2043,7,16,18.30057144,9.228366852,4.054886818,13.76446915
2043,7,17,19.2348671,8.86233902,0,14.04860306
2043,7,18,17.61493301,8.950016022,0,13.28247452
2043,7,19,18.77200699,6.39471817,0,12.58336258
2043,7,20,22.3409462,12.28415298,0.480917037,17.31254959
2043,7,21,20.80612564,9.169437408,1.989691019,14.98778152
2043,7,22,20.58075333,5.438480377,0.870079637,13.00961685
2043,7,23,20.60293961,12.96289444,0,16.78291702
2043,7,24,19.88327408,11.27280045,1.002044201,15.57803726
2043,7,25,19.41739273,13.34186172,5.802963734,16.37962723
2043,7,26,18.79178238,8.978031158,1.203260541,13.88490677
2043,7,27,17.67340469,8.855716705,0.632881999,13.2645607
2043,7,28,18.78540421,5.132175446,0.002931579,11.95878983
2043,7,29,24.82397842,8.941989899,0,16.88298416
2043,7,30,26.9862709,17.67084122,0,22.32855606
2043,7,31,23.84195328,10.24499893,0.301672816,17.0434761
2043,8,1,20.76120377,8.860752106,0,14.81097794
2043,8,2,22.49658585,9.46579361,0,15.98118973
2043,8,3,23.19531631,10.05731583,0,16.62631607
2043,8,4,26.29413223,12.76391983,0,19.52902603
2043,8,5,23.39404678,14.10998917,0,18.75201797
2043,8,6,27.68820572,14.80090714,9.644105911,21.24455643
2043,8,7,23.04629898,9.515598297,0.091852836,16.28094864
2043,8,8,20.20898819,9.818759918,0,15.01387405
2043,8,9,19.42212296,6.984134674,0.02074467,13.20312881
2043,8,10,21.45453262,8.674991608,7.331881523,15.06476212
2043,8,11,15.03616714,10.15472794,1.180147171,12.59544754
2043,8,12,14.14596939,11.63583755,0.718338132,12.89090347
2043,8,13,15.56354141,9.629550934,1.458723545,12.59654617
2043,8,14,15.91940689,7.323673248,0.091480285,11.62154007
2043,8,15,19.71933365,7.998691559,0,13.8590126
2043,8,16,19.50647354,7.60452652,2.675906658,13.55550003
2043,8,17,15.43774796,8.603153229,0.291362554,12.02045059
2043,8,18,19.48520279,6.95230484,0.055466585,13.21875381
2043,8,19,18.34869766,10.68634415,0.015938068,14.5175209
2043,8,20,16.84161758,6.675113678,0,11.75836563
2043,8,21,22.9656105,8.377017975,0,15.67131424
2043,8,22,26.57626724,15.12851334,0,20.85239029
2043,8,23,24.67670059,13.69556046,0.004102513,19.18613052
2043,8,24,22.49689102,11.62469864,0,17.06079483
2043,8,25,21.10565567,14.12829971,0.086812988,17.61697769
2043,8,26,18.16180801,10.38132095,0.104288533,14.27156448
2043,8,27,16.5390358,8.379611969,0.030964701,12.45932388
2043,8,28,17.84167862,8.198154449,0,13.01991653
2043,8,29,16.40250015,9.795108795,0.361481041,13.09880447
2043,8,30,13.09747696,7.489414215,0.099847242,10.29344559
2043,8,31,15.13351822,8.249851227,0.033683039,11.69168472
2043,9,1,13.86035538,6.622440338,0.404459149,10.24139786
2043,9,2,14.94382095,6.596530914,0.095535457,10.77017593
2043,9,3,16.61154556,10.69711685,0.113598853,13.65433121
2043,9,4,14.85531998,7.951389313,0.077875301,11.40335464
2043,9,5,16.19092178,8.747714996,0,12.46931839
2043,9,6,15.49972916,7.392368317,0,11.44604874
2043,9,7,11.89401627,7.784122467,0.167811424,9.839069366
2043,9,8,16.70117569,6.644443512,0.005482416,11.6728096
2043,9,9,15.51190567,11.45111465,23.29131508,13.48151016
2043,9,10,16.59674454,11.04492569,1.915701389,13.82083511
2043,9,11,14.91019058,6.98532486,5.892576218,10.94775772
2043,9,12,15.5836525,7.251285553,0.710818768,11.41746902
2043,9,13,19.94839859,10.8366127,2.664056301,15.39250565
2043,9,14,17.57431412,9.932498932,26.03087234,13.75340652
2043,9,15,13.00540543,8.799625397,0.678395987,10.90251541
2043,9,16,11.70352554,8.093448639,0.681051672,9.898487091
2043,9,17,10.12262344,8.047794342,6.684996605,9.085208893
2043,9,18,10.56274796,5.113803864,0.993745565,7.838275909
2043,9,19,9.486728668,4.428592682,0.888322592,6.957660675
2043,9,20,10.601017,5.055728912,19.07984924,7.828372955
2043,9,21,10.54162979,5.926364899,0,8.233997345
2043,9,22,10.20611954,5.160190582,6.451061726,7.68315506
2043,9,23,13.84296036,5.634250641,0,9.738605499
2043,9,24,14.20822525,9.281345367,0,11.74478531
2043,9,25,12.10229874,5.418613434,0,8.760456085
2043,9,26,13.14966202,6.055271149,2.16580677,9.602466583
2043,9,27,13.91601944,7.939212799,2.847956896,10.92761612
2043,9,28,11.24063492,8.528507233,0,9.884571075
2043,9,29,10.104496,5.503025055,10.72531319,7.803760529
2043,9,30,8.475193024,4.573795319,0.417893171,6.524494171
2043,10,1,13.31067276,2.02478385,0,7.667728305
2043,10,2,12.30127335,2.466953039,2.932358503,7.384113193
2043,10,3,7.607028961,2.429721594,4.065678596,5.018375278
2043,10,4,10.36124039,1.094272494,0.161662698,5.727756441
2043,10,5,11.01010513,2.478061438,0.028581474,6.744083285
2043,10,6,5.319522858,0.35239014,0.090961166,2.835956499
2043,10,7,7.349308014,2.288364172,0.223147303,4.818836093
2043,10,8,7.718631744,1.631992221,3.65958643,4.675311983
2043,10,9,9.526493073,3.33627677,10.34861946,6.431384921
2043,10,10,5.78509903,2.226413488,2.042542219,4.005756259
2043,10,11,6.121982574,0.695041478,0,3.408512026
2043,10,12,6.568241119,1.069736362,10.46856499,3.81898874
2043,10,13,8.373630524,4.615665436,0.217618614,6.49464798
2043,10,14,7.211551666,2.934634924,0.19683671,5.073093295
2043,10,15,6.855167389,2.275943518,0.661528647,4.565555453
2043,10,16,8.621250153,2.470554113,0.202877283,5.545902133
2043,10,17,8.890323639,3.897617102,3.32830143,6.39397037
2043,10,18,5.882175446,1.665439487,0,3.773807466
2043,10,19,6.292484283,-2.60311532,0,1.844684482
2043,10,20,8.89258194,1.523776889,51.79235458,5.208179414
2043,10,21,5.62494278,2.017276525,3.136896133,3.821109653
2043,10,22,5.672519684,2.623203039,0.717218101,4.147861362
2043,10,23,7.214664459,-2.241054773,0,2.486804843
2043,10,24,8.86523819,2.749271154,0.022007063,5.807254672
2043,10,25,9.775943756,0.318485111,0.012528467,5.047214434
2043,10,26,7.639225006,3.560001135,0.013052199,5.59961307
2043,10,27,7.300357819,0.254398197,0.022678249,3.777378008
2043,10,28,8.712314606,3.308597326,0.29157868,6.010455966
2043,10,29,9.716464996,5.422794342,1.967630863,7.569629669
2043,10,30,9.741733551,1.79657352,23.57767296,5.769153535
2043,10,31,6.839694977,3.911411047,0.087431997,5.375553012
2043,11,1,6.769351959,3.809909582,1.082889557,5.289630771
2043,11,2,6.007297516,1.178928256,23.1901207,3.593112886
2043,11,3,3.110446692,-1.147976041,2.167606592,0.981235325
2043,11,4,0.960056126,-1.607509732,0.043082174,-0.323726803
2043,11,5,1.33285892,-2.699123621,0,-0.68313235
2043,11,6,1.270969272,-1.640255094,10.22349644,-0.184642911
2043,11,7,1.123905063,-2.340206385,0.263254791,-0.608150661
2043,11,8,0.847019017,-3.621670008,0.457170129,-1.387325495
2043,11,9,2.022617102,-2.736904383,3.987066746,-0.357143641
2043,11,10,0.064517826,-4.778774261,1.287283659,-2.357128218
2043,11,11,-0.877010524,-4.120876312,0.125040725,-2.498943418
2043,11,12,-1.731441617,-5.046627045,0,-3.389034331
2043,11,13,-0.529995143,-4.817073822,0,-2.673534483
2043,11,14,-1.671260953,-7.043727875,0,-4.357494414
2043,11,15,-1.877407193,-5.932949066,0,-3.90517813
2043,11,16,-0.477687985,-4.356838226,0.413182139,-2.417263106
2043,11,17,0.493381351,-5.332576752,0.045062527,-2.4195977
2043,11,18,-0.042720947,-3.989528894,0.197198302,-2.016124921
2043,11,19,-0.979793727,-7.475093842,2.049249649,-4.227443784
2043,11,20,-3.014400721,-7.24514389,0.901051164,-5.129772305
2043,11,21,-2.150112391,-11.09661484,0.141133398,-6.623363614
2043,11,22,-2.163814783,-7.230434418,0.179108948,-4.6971246
2043,11,23,-1.231136441,-5.56936264,2.036312819,-3.400249541
2043,11,24,-0.113308102,-7.365535736,0,-3.739421919
2043,11,25,0.376926273,-2.50457406,8.89777565,-1.063823894
2043,11,26,0.519473851,-3.029720545,0.139008313,-1.255123347
2043,11,27,-0.849178493,-7.696895599,0,-4.273037046
2043,11,28,-0.994350612,-5.438381195,0.965834379,-3.216365904
2043,11,29,-0.995083034,-6.264919281,0.357923716,-3.630001158
2043,11,30,-2.87957406,-8.304775238,0,-5.592174649
2043,12,1,-3.366939783,-7.576076508,0,-5.471508145
2043,12,2,0.075015873,-5.375759125,3.414893627,-2.650371626
2043,12,3,-0.009884033,-3.693813562,0.130671471,-1.851848798
2043,12,4,-0.443691403,-3.203212976,0.50491643,-1.82345219
2043,12,5,-2.206417322,-5.074214935,0.246834755,-3.640316129
2043,12,6,-3.159969568,-8.396419525,0.544668436,-5.778194547
2043,12,7,-4.494106293,-8.213802338,0.594974756,-6.353954315
2043,12,8,-5.063411713,-10.09539413,0.206767067,-7.579402924
2043,12,9,-4.046718597,-11.90084457,0.231718943,-7.973781586
2043,12,10,-5.615596771,-9.633541107,0,-7.624568939
2043,12,11,-1.955898404,-8.405757904,0.4345783,-5.180828154
2043,12,12,-2.481380701,-6.740352631,2.516988277,-4.610866666
2043,12,13,-4.322628021,-9.356746674,0.492448926,-6.839687347
2043,12,14,-6.426326752,-15.11172104,0.050538309,-10.7690239
2043,12,15,-5.103298187,-17.15694809,3.914925814,-11.13012314
2043,12,16,-6.961391449,-10.00854111,0.195369095,-8.484966278
2043,12,17,-7.111843109,-11.36169052,6.086244583,-9.236766815
2043,12,18,-6.232723236,-10.58376694,2.070219517,-8.408245087
2043,12,19,-6.177394867,-19.44124985,0.528094172,-12.80932236
2043,12,20,-8.173336029,-21.77878952,0.754731596,-14.97606277
2043,12,21,-5.20583725,-18.73083115,3.912960291,-11.9683342
2043,12,22,-4.874324799,-9.048397064,2.819036484,-6.961360931
2043,12,23,-5.061946869,-12.16137314,0.812490225,-8.611660004
2043,12,24,-6.012905121,-11.04894638,1.51749897,-8.530925751
2043,12,25,-5.948757172,-10.11672592,0,-8.032741547
2043,12,26,-5.590053558,-12.66906357,3.747766972,-9.129558563
2043,12,27,-5.791500092,-11.53649521,0.402568698,-8.66399765
2043,12,28,-5.914852142,-9.442317963,3.077735424,-7.678585052
2043,12,29,-4.173427582,-8.06029892,0,-6.116863251
2043,12,30,-3.416836023,-17.28107834,1.784543037,-10.34895718
2043,12,31,-7.951503754,-13.96142197,0,-10.95646286
2044,1,1,-4.088314056,-9.605648041,1.219879985,-6.846981049
2044,1,2,-2.980587244,-10.60573959,0.016937913,-6.793163419
2044,1,3,-4.486782074,-10.28628159,0.035616994,-7.38653183
2044,1,4,-3.971096277,-8.06432724,4.584920406,-6.017711759
2044,1,5,-3.835323572,-8.213924408,3.648664474,-6.02462399
2044,1,6,-4.335384369,-15.5484581,0.172145322,-9.941921234
2044,1,7,-6.415554047,-13.75967026,0.645043194,-10.08761215
2044,1,8,-4.307796478,-12.09719467,5.880758762,-8.202495575
2044,1,9,-1.088924527,-9.049556732,3.483682632,-5.06924063
2044,1,10,-2.454067469,-9.887966156,1.542033672,-6.171016812
2044,1,11,-3.157772303,-9.150814056,0,-6.15429318
2044,1,12,-4.757930756,-11.00954819,0.316070795,-7.883739471
2044,1,13,-4.708583832,-11.83306503,0.698479772,-8.270824432
2044,1,14,-5.41488266,-13.18917465,2.173952103,-9.302028656
2044,1,15,-8.923061371,-16.49898911,3.489253044,-12.71102524
2044,1,16,-11.58437729,-14.55102158,0.839450598,-13.06769943
2044,1,17,-10.75967026,-17.24674606,0,-14.00320816
2044,1,18,-8.989620209,-22.6200676,0,-15.8048439
2044,1,19,-6.520717621,-13.79293442,2.022973299,-10.15682602
2044,1,20,-6.687221527,-14.83062363,0.41627723,-10.75892258
2044,1,21,-3.470119715,-10.00341415,0,-6.736766934
2044,1,22,-3.769130945,-13.0187645,0.310783923,-8.393947721
2044,1,23,-4.892177582,-14.16384506,0.00849505,-9.528011322
2044,1,24,-6.685756683,-11.08669662,0,-8.886226654
2044,1,25,0.776706517,-15.37014389,2.587710142,-7.296718687
2044,1,26,1.005893588,-9.659633636,1.968593836,-4.326870024
2044,1,27,-3.038143396,-8.217891693,0.617835522,-5.628017545
2044,1,28,-2.512996912,-12.3409996,3.035734892,-7.426998258
2044,1,29,-5.728786469,-10.39129257,0.580920219,-8.06003952
2044,1,30,-4.307216644,-12.71163559,0.061399288,-8.509426117
2044,1,31,-4.887081146,-9.197933197,0,-7.042507172
2044,2,1,-8.07101059,-11.53295517,0,-9.80198288
2044,2,2,-6.067043304,-13.0008812,0.253042459,-9.53396225
2044,2,3,-4.835933685,-9.997768402,0.859935164,-7.416851044
2044,2,4,-5.411800385,-8.962673187,3.96833539,-7.187236786
2044,2,5,-6.177394867,-16.44137192,0,-11.30938339
2044,2,6,-6.336818695,-16.9250145,1.448182821,-11.6309166
2044,2,7,-5.566127777,-13.71120834,0,-9.63866806
2044,2,8,-5.337306976,-15.1870079,0.372184813,-10.26215744
2044,2,9,-8.081386566,-10.95663071,2.819085121,-9.519008636
2044,2,10,-8.372402191,-23.72425461,0,-16.0483284
2044,2,11,-11.60055161,-25.65578842,0.068581402,-18.62817001
2044,2,12,-14.36074448,-21.2702446,0.391515613,-17.81549454
2044,2,13,-16.47616196,-26.00266647,0,-21.23941422
2044,2,14,-15.61129379,-28.51462936,0,-22.06296158
2044,2,15,-15.59673691,-21.52437973,0,-18.56055832
2044,2,16,-13.11858749,-24.86892319,0,-18.99375534
2044,2,17,-12.04204941,-25.93990707,0.236047953,-18.99097824
2044,2,18,-14.63323593,-28.54711533,0,-21.59017563
2044,2,19,-14.65774155,-24.92481613,0.041616362,-19.79127884
2044,2,20,-12.32058334,-20.21276474,0,-16.26667404
2044,2,21,-12.72451401,-23.96010971,0,-18.34231186
2044,2,22,-16.57436752,-23.30849838,0,-19.94143295
2044,2,23,-16.18111801,-24.84783554,0,-20.51447678
2044,2,24,-16.10686874,-27.8324852,0,-21.96967697
2044,2,25,-16.8123436,-29.14066696,0,-22.97650528
2044,2,26,-16.33715439,-29.05202866,0,-22.69459152
2044,2,27,-11.88201523,-27.90494919,0,-19.89348221
2044,2,28,-10.9418602,-18.77199936,0.599082172,-14.85692978
2044,3,1,-10.82217026,-15.79946518,1.451637268,-13.31081772
2044,3,2,-11.49935532,-17.51531601,1.244320273,-14.50733566
2044,3,3,-13.17593002,-18.60482407,0,-15.89037704
2044,3,4,-12.13625717,-22.67650986,0,-17.40638351
2044,3,5,-6.63741684,-21.11909103,0,-13.87825394
2044,3,6,-0.590114772,-14.91015244,0,-7.750133604
2044,3,7,-0.225765377,-4.230190277,0,-2.227977827
2044,3,8,-0.805355251,-7.469936371,0.023627978,-4.137645811
2044,3,9,-3.545467615,-11.77428818,0,-7.659877896
2044,3,10,-3.45934701,-12.03823471,0,-7.74879086
2044,3,11,-0.722469509,-14.83452988,0.180365324,-7.778499693
2044,3,12,0.715823948,-5.052242279,0,-2.168209165
2044,3,13,-0.797512233,-9.690608978,0.02483055,-5.244060606
2044,3,14,-3.103634119,-10.09814072,0,-6.600887418
2044,3,15,-5.341152191,-14.64471054,0,-9.992931366
2044,3,16,-8.705379486,-15.5439415,0,-12.12466049
2044,3,17,-8.59960556,-20.27401352,0,-14.43680954
2044,3,18,-7.56823349,-18.18606186,0,-12.87714767
2044,3,19,-5.68365097,-17.43648911,0,-11.56007004
2044,3,20,-5.143489838,-12.35543442,0,-8.749462128
2044,3,21,-5.008052826,-14.79143906,0,-9.899745941
2044,3,22,-4.661067963,-15.45208359,0,-10.05657578
2044,3,23,-0.254726559,-14.75286484,0,-7.503795698
2044,3,24,-0.159938961,-10.40948105,0,-5.284710005
2044,3,25,-2.575741053,-7.153469086,0,-4.864605069
2044,3,26,-4.038387299,-14.5015831,0,-9.269985199
2044,3,27,1.887088656,-18.00020981,0,-8.056560576
2044,3,28,-4.374141693,-18.47300339,0,-11.42357254
2044,3,29,-8.140926361,-16.85958481,0,-12.50025558
2044,3,30,-13.00490952,-21.72001266,0,-17.36246109
2044,3,31,-7.851467133,-22.65235519,0,-15.25191116
2044,4,1,-3.454281092,-11.89303207,0,-7.673656583
2044,4,2,-4.086971283,-14.9783287,0.17901057,-9.532649994
2044,4,3,-4.833370209,-19.87643051,0,-12.35490036
2044,4,4,2.255222082,-14.12334824,1.094887495,-5.934063077
2044,4,5,3.345889807,-7.10931015,0.357916296,-1.881710172
2044,4,6,3.707309484,-16.23116684,0,-6.261928678
2044,4,7,-5.101863861,-8.721614838,0,-6.911739349
2044,4,8,-2.349483728,-8.929836273,0.066237941,-5.639660001
2044,4,9,-1.324092984,-8.500728607,0.049633194,-4.912410796
2044,4,10,-1.309017301,-10.98678207,0,-6.147899687
2044,4,11,-0.983089626,-11.6807518,0,-6.331920713
2044,4,12,0.334995121,-13.41479111,0,-6.539897993
2044,4,13,1.395053744,-13.61767197,0,-6.111309111
2044,4,14,1.335025668,-7.183132172,0,-2.924053252
2044,4,15,-0.035640869,-12.18444443,0.058475882,-6.110042648
2044,4,16,-5.080806732,-11.26595688,0,-8.173381805
2044,4,17,-4.794246674,-14.25857162,0,-9.526409149
2044,4,18,-3.445095301,-18.44913864,0,-10.94711697
2044,4,19,-1.39471066,-15.20229721,0,-8.298503935
2044,4,20,-0.951992214,-8.091426849,0,-4.521709532
2044,4,21,-1.004787564,-7.467037201,0,-4.235912383
2044,4,22,-0.061184082,-5.130092621,0.537749767,-2.595638352
2044,4,23,-1.051418424,-11.24544907,0,-6.148433745
2044,4,24,0.672244847,-13.73568344,0,-6.531719297
2044,4,25,4.107944489,-11.43252182,0.05555056,-3.662288666
2044,4,26,4.163944244,-0.726497829,0,1.718723208
2044,4,27,4.538791656,-3.865200281,0,0.336795688
2044,4,28,5.606784821,-0.563747585,0,2.521518618
2044,4,29,5.803318024,3.255954504,0,4.529636264
2044,4,30,5.115818024,3.02377677,0.124063402,4.069797397
2044,5,1,5.352115631,2.274356604,0.046987373,3.813236117
2044,5,2,6.64258194,1.519809604,0.05423668,4.081195772
2044,5,3,4.668094635,0.280399173,0.250480264,2.474246904
2044,5,4,4.990146637,-0.563900173,0,2.213123232
2044,5,5,7.185245514,-4.021999359,0,1.581623077
2044,5,6,12.26532364,-2.127254725,2.5085392,5.069034457
2044,5,7,9.746097565,1.65494144,0.759613931,5.700519502
2044,5,8,15.32019424,2.437259436,0.088010669,8.87872684
2044,5,9,11.04086685,3.536655188,4.005177498,7.28876102
2044,5,10,8.896549225,-1.158718228,4.711823463,3.868915498
2044,5,11,7.199954987,-3.787655115,0,1.706149936
2044,5,12,10.85492325,-0.16524902,0,5.344837114
2044,5,13,10.51980972,-2.571499109,0,3.974155307
2044,5,14,6.164524078,-1.411281705,0,2.376621187
2044,5,15,6.905338287,2.61865592,11.761446,4.761997104
2044,5,16,6.609073639,2.281497717,0,4.445285678
2044,5,17,5.327610016,0.249515384,0.046117179,2.7885627
2044,5,18,5.041690826,-2.23012948,0,1.405780673
2044,5,19,10.19711685,-8.506130219,13.11331844,0.845493317
